
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000480                       # Number of seconds simulated (Second)
simTicks                                    480408000                       # Number of ticks simulated (Tick)
finalTick                                   480408000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     12.61                       # Real time elapsed on the host (Second)
hostTickRate                                 38085184                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1877452                       # Number of bytes of host memory used (Byte)
simInsts                                      1758256                       # Number of instructions simulated (Count)
simOps                                        3228176                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   139388                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     255918                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                          957836                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                              8.716237                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              0.114728                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                         310941                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                      89                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                        276286                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                   585                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined              109269                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined           216996                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                 29                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples             661799                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              0.417477                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             1.333368                       # Number of insts issued each cycle (Count)
system.cpu9.dcache.ReadReq.misses::cpu09.data         7188                       # number of ReadReq misses (Count)
system.cpu9.dcache.ReadReq.misses::total         7188                       # number of ReadReq misses (Count)
system.cpu9.dcache.ReadReq.missLatency::cpu09.data   1873867500                       # number of ReadReq miss ticks (Tick)
system.cpu9.dcache.ReadReq.missLatency::total   1873867500                       # number of ReadReq miss ticks (Tick)
system.cpu9.dcache.ReadReq.accesses::cpu09.data        35266                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu9.dcache.ReadReq.accesses::total        35266                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu9.dcache.ReadReq.missRate::cpu09.data     0.203822                       # miss rate for ReadReq accesses (Ratio)
system.cpu9.dcache.ReadReq.missRate::total     0.203822                       # miss rate for ReadReq accesses (Ratio)
system.cpu9.dcache.ReadReq.avgMissLatency::cpu09.data 260693.864775                       # average ReadReq miss latency ((Tick/Count))
system.cpu9.dcache.ReadReq.avgMissLatency::total 260693.864775                       # average ReadReq miss latency ((Tick/Count))
system.cpu9.dcache.ReadReq.mshrHits::cpu09.data         5443                       # number of ReadReq MSHR hits (Count)
system.cpu9.dcache.ReadReq.mshrHits::total         5443                       # number of ReadReq MSHR hits (Count)
system.cpu9.dcache.ReadReq.mshrMisses::cpu09.data         1745                       # number of ReadReq MSHR misses (Count)
system.cpu9.dcache.ReadReq.mshrMisses::total         1745                       # number of ReadReq MSHR misses (Count)
system.cpu9.dcache.ReadReq.mshrMissLatency::cpu09.data    476733500                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu9.dcache.ReadReq.mshrMissLatency::total    476733500                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu9.dcache.ReadReq.mshrMissRate::cpu09.data     0.049481                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu9.dcache.ReadReq.mshrMissRate::total     0.049481                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu9.dcache.ReadReq.avgMshrMissLatency::cpu09.data 273199.713467                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu9.dcache.ReadReq.avgMshrMissLatency::total 273199.713467                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu9.dcache.WriteReq.hits::cpu09.data        12697                       # number of WriteReq hits (Count)
system.cpu9.dcache.WriteReq.hits::total         12697                       # number of WriteReq hits (Count)
system.cpu9.dcache.WriteReq.misses::cpu09.data          550                       # number of WriteReq misses (Count)
system.cpu9.dcache.WriteReq.misses::total          550                       # number of WriteReq misses (Count)
system.cpu9.dcache.WriteReq.missLatency::cpu09.data    153792494                       # number of WriteReq miss ticks (Tick)
system.cpu9.dcache.WriteReq.missLatency::total    153792494                       # number of WriteReq miss ticks (Tick)
system.cpu9.dcache.WriteReq.accesses::cpu09.data        13247                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu9.dcache.WriteReq.accesses::total        13247                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu9.dcache.WriteReq.missRate::cpu09.data     0.041519                       # miss rate for WriteReq accesses (Ratio)
system.cpu9.dcache.WriteReq.missRate::total     0.041519                       # miss rate for WriteReq accesses (Ratio)
system.cpu9.dcache.WriteReq.avgMissLatency::cpu09.data 279622.716364                       # average WriteReq miss latency ((Tick/Count))
system.cpu9.dcache.WriteReq.avgMissLatency::total 279622.716364                       # average WriteReq miss latency ((Tick/Count))
system.cpu9.dcache.WriteReq.mshrHits::cpu09.data            4                       # number of WriteReq MSHR hits (Count)
system.cpu9.dcache.WriteReq.mshrHits::total            4                       # number of WriteReq MSHR hits (Count)
system.cpu9.dcache.WriteReq.mshrMisses::cpu09.data          546                       # number of WriteReq MSHR misses (Count)
system.cpu9.dcache.WriteReq.mshrMisses::total          546                       # number of WriteReq MSHR misses (Count)
system.cpu9.dcache.WriteReq.mshrMissLatency::cpu09.data    152132994                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu9.dcache.WriteReq.mshrMissLatency::total    152132994                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu9.dcache.WriteReq.mshrMissRate::cpu09.data     0.041217                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu9.dcache.WriteReq.mshrMissRate::total     0.041217                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu9.dcache.WriteReq.avgMshrMissLatency::cpu09.data 278631.857143                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu9.dcache.WriteReq.avgMshrMissLatency::total 278631.857143                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu9.dcache.power_state.pwrStateResidencyTicks::UNDEFINED    480408000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu9.dcache.tags.tagsInUse          427.473411                       # Average ticks per tags in use ((Tick/Count))
system.cpu9.dcache.tags.totalRefs               43094                       # Total number of references to valid blocks. (Count)
system.cpu9.dcache.tags.sampledRefs              2293                       # Sample count of references to valid blocks. (Count)
system.cpu9.dcache.tags.avgRefs             18.793720                       # Average number of references to valid blocks. ((Count/Count))
system.cpu9.dcache.tags.warmupTick             272500                       # The tick when the warmup percentage was hit. (Tick)
system.cpu9.dcache.tags.occupancies::cpu09.data   427.473411                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu9.dcache.tags.avgOccs::cpu09.data     0.834909                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu9.dcache.tags.avgOccs::total       0.834909                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu9.dcache.tags.occupanciesTaskId::1024          512                       # Occupied blocks per task id (Count)
system.cpu9.dcache.tags.ageTaskId_1024::0           24                       # Occupied blocks per task id, per block age (Count)
system.cpu9.dcache.tags.ageTaskId_1024::1          246                       # Occupied blocks per task id, per block age (Count)
system.cpu9.dcache.tags.ageTaskId_1024::2          242                       # Occupied blocks per task id, per block age (Count)
system.cpu9.dcache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu9.dcache.tags.tagAccesses             99375                       # Number of tag accesses (Count)
system.cpu9.dcache.tags.dataAccesses            99375                       # Number of data accesses (Count)
system.cpu9.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED    480408000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu9.decode.idleCycles                  105213                       # Number of cycles decode is idle (Cycle)
system.cpu9.decode.blockedCycles               505908                       # Number of cycles decode is blocked (Cycle)
system.cpu9.decode.runCycles                    39792                       # Number of cycles decode is running (Cycle)
system.cpu9.decode.unblockCycles                 8939                       # Number of cycles decode is unblocking (Cycle)
system.cpu9.decode.squashCycles                  3037                       # Number of cycles decode is squashing (Cycle)
system.cpu9.decode.branchResolved               12681                       # Number of times decode resolved a branch (Count)
system.cpu9.decode.branchMispred                  549                       # Number of times decode detected a branch misprediction (Count)
system.cpu9.decode.decodedInsts                334435                       # Number of instructions handled by decode (Count)
system.cpu9.decode.squashedInsts                 2882                       # Number of squashed instructions handled by decode (Count)
system.cpu9.dtb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu9.dtb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu9.dtb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu9.dtb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu9.dtb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu9.dtb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu9.dtb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu9.dtb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED    480408000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu9.dtb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu9.dtb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu9.dtb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu9.dtb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu9.dtb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu9.dtb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu9.dtb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu9.dtb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED    480408000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu9.executeStats0.numInsts             272084                       # Number of executed instructions (Count)
system.cpu9.executeStats0.numNop                    0                       # Number of nop insts executed (Count)
system.cpu9.executeStats0.numBranches           24707                       # Number of branches executed (Count)
system.cpu9.executeStats0.numLoadInsts          42026                       # Number of load instructions executed (Count)
system.cpu9.executeStats0.numStoreInsts         17296                       # Number of stores executed (Count)
system.cpu9.executeStats0.instRate           0.283374                       # Inst execution rate ((Count/Cycle))
system.cpu9.executeStats0.numCCRegReads        138766                       # Number of times the CC registers were read (Count)
system.cpu9.executeStats0.numCCRegWrites        94840                       # Number of times the CC registers were written (Count)
system.cpu9.executeStats0.numFpRegReads         16236                       # Number of times the floating registers were read (Count)
system.cpu9.executeStats0.numFpRegWrites         8941                       # Number of times the floating registers were written (Count)
system.cpu9.executeStats0.numIntRegReads       331991                       # Number of times the integer registers were read (Count)
system.cpu9.executeStats0.numIntRegWrites       197060                       # Number of times the integer registers were written (Count)
system.cpu9.executeStats0.numMemRefs            59322                       # Number of memory refs (Count)
system.cpu9.executeStats0.numMiscRegReads       112498                       # Number of times the Misc registers were read (Count)
system.cpu9.executeStats0.numMiscRegWrites           18                       # Number of times the Misc registers were written (Count)
system.cpu9.executeStats0.numVecAluAccesses            0                       # Number of vector alu accesses (Count)
system.cpu9.executeStats0.numDiscardedOps            0                       # Number of ops (including micro ops) which were discarded before commit (Count)
system.cpu9.fetch.predictedBranches             15157                       # Number of branches that fetch has predicted taken (Count)
system.cpu9.fetch.cycles                       542929                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu9.fetch.squashCycles                   7150                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu9.fetch.miscStallCycles                 676                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu9.fetch.pendingTrapStallCycles         4702                       # Number of stall cycles due to pending traps (Cycle)
system.cpu9.fetch.cacheLines                    21706                       # Number of cache lines fetched (Count)
system.cpu9.fetch.icacheSquashes                 1153                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu9.fetch.nisnDist::samples            662889                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu9.fetch.nisnDist::mean             0.551851                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu9.fetch.nisnDist::stdev            1.906591                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu9.fetch.nisnDist::underflows              0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu9.fetch.nisnDist::0                  604521     91.19%     91.19% # Number of instructions fetched each cycle (Total) (Count)
system.cpu9.fetch.nisnDist::1                    3352      0.51%     91.70% # Number of instructions fetched each cycle (Total) (Count)
system.cpu9.fetch.nisnDist::2                    3192      0.48%     92.18% # Number of instructions fetched each cycle (Total) (Count)
system.cpu9.fetch.nisnDist::3                    3431      0.52%     92.70% # Number of instructions fetched each cycle (Total) (Count)
system.cpu9.fetch.nisnDist::4                    4891      0.74%     93.44% # Number of instructions fetched each cycle (Total) (Count)
system.cpu9.fetch.nisnDist::5                    3444      0.52%     93.96% # Number of instructions fetched each cycle (Total) (Count)
system.cpu9.fetch.nisnDist::6                    4191      0.63%     94.59% # Number of instructions fetched each cycle (Total) (Count)
system.cpu9.fetch.nisnDist::7                    3079      0.46%     95.05% # Number of instructions fetched each cycle (Total) (Count)
system.cpu9.fetch.nisnDist::8                   32788      4.95%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu9.fetch.nisnDist::overflows               0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu9.fetch.nisnDist::min_value               0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu9.fetch.nisnDist::max_value               8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu9.fetch.nisnDist::total              662889                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu9.fetchStats0.numInsts               195991                       # Number of instructions fetched (thread level) (Count)
system.cpu9.fetchStats0.numOps                      0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu9.fetchStats0.fetchRate            0.204123                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu9.fetchStats0.numBranches             37058                       # Number of branches fetched (Count)
system.cpu9.fetchStats0.branchRate           0.038596                       # Number of branch fetches per cycle (Ratio)
system.cpu9.fetchStats0.icacheStallCycles       111007                       # ICache total stall cycles (Cycle)
system.cpu9.fetchStats0.numFetchSuspends            0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu9.icache.demandHits::cpu09.inst        19972                       # number of demand (read+write) hits (Count)
system.cpu9.icache.demandHits::total            19972                       # number of demand (read+write) hits (Count)
system.cpu9.icache.overallHits::cpu09.inst        19972                       # number of overall hits (Count)
system.cpu9.icache.overallHits::total           19972                       # number of overall hits (Count)
system.cpu9.icache.demandMisses::cpu09.inst         1734                       # number of demand (read+write) misses (Count)
system.cpu9.icache.demandMisses::total           1734                       # number of demand (read+write) misses (Count)
system.cpu9.icache.overallMisses::cpu09.inst         1734                       # number of overall misses (Count)
system.cpu9.icache.overallMisses::total          1734                       # number of overall misses (Count)
system.cpu9.icache.demandMissLatency::cpu09.inst    342879000                       # number of demand (read+write) miss ticks (Tick)
system.cpu9.icache.demandMissLatency::total    342879000                       # number of demand (read+write) miss ticks (Tick)
system.cpu9.icache.overallMissLatency::cpu09.inst    342879000                       # number of overall miss ticks (Tick)
system.cpu9.icache.overallMissLatency::total    342879000                       # number of overall miss ticks (Tick)
system.cpu9.icache.demandAccesses::cpu09.inst        21706                       # number of demand (read+write) accesses (Count)
system.cpu9.icache.demandAccesses::total        21706                       # number of demand (read+write) accesses (Count)
system.cpu9.icache.overallAccesses::cpu09.inst        21706                       # number of overall (read+write) accesses (Count)
system.cpu9.icache.overallAccesses::total        21706                       # number of overall (read+write) accesses (Count)
system.cpu9.icache.demandMissRate::cpu09.inst     0.079886                       # miss rate for demand accesses (Ratio)
system.cpu9.icache.demandMissRate::total     0.079886                       # miss rate for demand accesses (Ratio)
system.cpu9.icache.overallMissRate::cpu09.inst     0.079886                       # miss rate for overall accesses (Ratio)
system.cpu9.icache.overallMissRate::total     0.079886                       # miss rate for overall accesses (Ratio)
system.cpu9.icache.demandAvgMissLatency::cpu09.inst 197738.754325                       # average overall miss latency in ticks ((Tick/Count))
system.cpu9.icache.demandAvgMissLatency::total 197738.754325                       # average overall miss latency in ticks ((Tick/Count))
system.cpu9.icache.overallAvgMissLatency::cpu09.inst 197738.754325                       # average overall miss latency ((Tick/Count))
system.cpu9.icache.overallAvgMissLatency::total 197738.754325                       # average overall miss latency ((Tick/Count))
system.cpu9.icache.blockedCycles::no_mshrs          589                       # number of cycles access was blocked (Cycle)
system.cpu9.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu9.icache.blockedCauses::no_mshrs            3                       # number of times access was blocked (Count)
system.cpu9.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu9.icache.avgBlocked::no_mshrs    196.333333                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu9.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu9.icache.writebacks::writebacks          761                       # number of writebacks (Count)
system.cpu9.icache.writebacks::total              761                       # number of writebacks (Count)
system.cpu9.icache.demandMshrHits::cpu09.inst          481                       # number of demand (read+write) MSHR hits (Count)
system.cpu9.icache.demandMshrHits::total          481                       # number of demand (read+write) MSHR hits (Count)
system.cpu9.icache.overallMshrHits::cpu09.inst          481                       # number of overall MSHR hits (Count)
system.cpu9.icache.overallMshrHits::total          481                       # number of overall MSHR hits (Count)
system.cpu9.icache.demandMshrMisses::cpu09.inst         1253                       # number of demand (read+write) MSHR misses (Count)
system.cpu9.icache.demandMshrMisses::total         1253                       # number of demand (read+write) MSHR misses (Count)
system.cpu9.icache.overallMshrMisses::cpu09.inst         1253                       # number of overall MSHR misses (Count)
system.cpu9.icache.overallMshrMisses::total         1253                       # number of overall MSHR misses (Count)
system.cpu9.icache.demandMshrMissLatency::cpu09.inst    259452500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu9.icache.demandMshrMissLatency::total    259452500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu9.icache.overallMshrMissLatency::cpu09.inst    259452500                       # number of overall MSHR miss ticks (Tick)
system.cpu9.icache.overallMshrMissLatency::total    259452500                       # number of overall MSHR miss ticks (Tick)
system.cpu9.icache.demandMshrMissRate::cpu09.inst     0.057726                       # mshr miss ratio for demand accesses (Ratio)
system.cpu9.icache.demandMshrMissRate::total     0.057726                       # mshr miss ratio for demand accesses (Ratio)
system.cpu9.icache.overallMshrMissRate::cpu09.inst     0.057726                       # mshr miss ratio for overall accesses (Ratio)
system.cpu9.icache.overallMshrMissRate::total     0.057726                       # mshr miss ratio for overall accesses (Ratio)
system.cpu9.icache.demandAvgMshrMissLatency::cpu09.inst 207065.043895                       # average overall mshr miss latency ((Tick/Count))
system.cpu9.icache.demandAvgMshrMissLatency::total 207065.043895                       # average overall mshr miss latency ((Tick/Count))
system.cpu9.icache.overallAvgMshrMissLatency::cpu09.inst 207065.043895                       # average overall mshr miss latency ((Tick/Count))
system.cpu9.icache.overallAvgMshrMissLatency::total 207065.043895                       # average overall mshr miss latency ((Tick/Count))
system.cpu9.icache.replacements                   761                       # number of replacements (Count)
system.cpu9.icache.ReadReq.hits::cpu09.inst        19972                       # number of ReadReq hits (Count)
system.cpu9.icache.ReadReq.hits::total          19972                       # number of ReadReq hits (Count)
system.cpu9.icache.ReadReq.misses::cpu09.inst         1734                       # number of ReadReq misses (Count)
system.cpu9.icache.ReadReq.misses::total         1734                       # number of ReadReq misses (Count)
system.cpu9.icache.ReadReq.missLatency::cpu09.inst    342879000                       # number of ReadReq miss ticks (Tick)
system.cpu9.icache.ReadReq.missLatency::total    342879000                       # number of ReadReq miss ticks (Tick)
system.cpu9.icache.ReadReq.accesses::cpu09.inst        21706                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu9.icache.ReadReq.accesses::total        21706                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu9.icache.ReadReq.missRate::cpu09.inst     0.079886                       # miss rate for ReadReq accesses (Ratio)
system.cpu9.icache.ReadReq.missRate::total     0.079886                       # miss rate for ReadReq accesses (Ratio)
system.cpu9.icache.ReadReq.avgMissLatency::cpu09.inst 197738.754325                       # average ReadReq miss latency ((Tick/Count))
system.cpu9.icache.ReadReq.avgMissLatency::total 197738.754325                       # average ReadReq miss latency ((Tick/Count))
system.cpu9.icache.ReadReq.mshrHits::cpu09.inst          481                       # number of ReadReq MSHR hits (Count)
system.cpu9.icache.ReadReq.mshrHits::total          481                       # number of ReadReq MSHR hits (Count)
system.cpu9.icache.ReadReq.mshrMisses::cpu09.inst         1253                       # number of ReadReq MSHR misses (Count)
system.cpu9.icache.ReadReq.mshrMisses::total         1253                       # number of ReadReq MSHR misses (Count)
system.cpu9.icache.ReadReq.mshrMissLatency::cpu09.inst    259452500                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu9.icache.ReadReq.mshrMissLatency::total    259452500                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu9.icache.ReadReq.mshrMissRate::cpu09.inst     0.057726                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu9.icache.ReadReq.mshrMissRate::total     0.057726                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu9.icache.ReadReq.avgMshrMissLatency::cpu09.inst 207065.043895                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu9.icache.ReadReq.avgMshrMissLatency::total 207065.043895                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu9.icache.power_state.pwrStateResidencyTicks::UNDEFINED    480408000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu9.icache.tags.tagsInUse          419.515052                       # Average ticks per tags in use ((Tick/Count))
system.cpu9.icache.tags.totalRefs               21225                       # Total number of references to valid blocks. (Count)
system.cpu9.icache.tags.sampledRefs              1253                       # Sample count of references to valid blocks. (Count)
system.cpu9.icache.tags.avgRefs             16.939346                       # Average number of references to valid blocks. ((Count/Count))
system.cpu9.icache.tags.warmupTick             132500                       # The tick when the warmup percentage was hit. (Tick)
system.cpu9.icache.tags.occupancies::cpu09.inst   419.515052                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu9.icache.tags.avgOccs::cpu09.inst     0.819365                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu9.icache.tags.avgOccs::total       0.819365                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu9.icache.tags.occupanciesTaskId::1024          491                       # Occupied blocks per task id (Count)
system.cpu9.icache.tags.ageTaskId_1024::0           55                       # Occupied blocks per task id, per block age (Count)
system.cpu9.icache.tags.ageTaskId_1024::1          172                       # Occupied blocks per task id, per block age (Count)
system.cpu9.icache.tags.ageTaskId_1024::2          264                       # Occupied blocks per task id, per block age (Count)
system.cpu9.icache.tags.ratioOccsTaskId::1024     0.958984                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu9.icache.tags.tagAccesses             44665                       # Number of tag accesses (Count)
system.cpu9.icache.tags.dataAccesses            44665                       # Number of data accesses (Count)
system.cpu9.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED    480408000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu9.iew.idleCycles                          0                       # Number of cycles IEW is idle (Cycle)
system.cpu9.iew.squashCycles                     3037                       # Number of cycles IEW is squashing (Cycle)
system.cpu9.iew.blockCycles                    346977                       # Number of cycles IEW is blocking (Cycle)
system.cpu9.iew.unblockCycles                    9347                       # Number of cycles IEW is unblocking (Cycle)
system.cpu9.iew.dispatchedInsts                310785                       # Number of instructions dispatched to IQ (Count)
system.cpu9.iew.dispSquashedInsts                 356                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu9.iew.dispLoadInsts                   42883                       # Number of dispatched load instructions (Count)
system.cpu9.iew.dispStoreInsts                  19428                       # Number of dispatched store instructions (Count)
system.cpu9.iew.dispNonSpecInsts                   42                       # Number of dispatched non-speculative instructions (Count)
system.cpu9.iew.iqFullEvents                     1059                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu9.iew.lsqFullEvents                    7683                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu9.iew.memOrderViolationEvents            85                       # Number of memory order violations (Count)
system.cpu9.iew.predictedTakenIncorrect           556                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu9.iew.predictedNotTakenIncorrect         2689                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu9.iew.branchMispredicts                3245                       # Number of branch mispredicts detected at execute (Count)
system.cpu9.iew.instsToCommit                  266836                       # Cumulative count of insts sent to commit (Count)
system.cpu9.iew.writebackCount                 264907                       # Cumulative count of insts written-back (Count)
system.cpu9.iew.producerInst                   197630                       # Number of instructions producing a value (Count)
system.cpu9.iew.consumerInst                   342660                       # Number of instructions consuming a value (Count)
system.cpu9.iew.wbRate                       0.275899                       # Insts written-back per cycle ((Count/Cycle))
system.cpu9.iew.wbFanout                     0.576752                       # Average fanout of values written-back ((Count/Count))
system.cpu9.interrupts.clk_domain.clock          8000                       # Clock period in ticks (Tick)
system.cpu9.itb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu9.itb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu9.itb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu9.itb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu9.itb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu9.itb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu9.itb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu9.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED    480408000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu9.itb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu9.itb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu9.itb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu9.itb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu9.itb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu9.itb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu9.itb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu9.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED    480408000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu9.lsq0.forwLoads                       3006                       # Number of loads that had data forwarded from stores (Count)
system.cpu9.lsq0.squashedLoads                  14648                       # Number of loads squashed (Count)
system.cpu9.lsq0.ignoredResponses                  16                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu9.lsq0.memOrderViolation                 85                       # Number of memory ordering violations (Count)
